stop_id	stop_name	stop_lat	stop_lon
af31f517-9fae-414c-918f-82aba623f587	Tsentr neirokhirurgii	51.1235329	71.413003
68738775-8984-47fb-a284-7b3a3e2a54cf	Ulitsa  Dinmukhameda Kunaeva	51.132429151497696	71.4191769888362
542282bd-62d3-4c68-8246-e81186171837	Kazakhstan temir zholy	51.13125772473301	71.42656379597092
1cebd4f9-b4db-4bed-8f51-5a5b7f3ab5e3	ZhK Milanskii kvartal	51.1423416137695	71.4453125
d32c99c4-e064-4c62-a74e-fdfd54f9341c	Ulitsa Zhumabeka Tashenova	51.152045	71.443195
e0b23f68-0123-40e5-ac0d-71b4af6b7274	Ulitsa Amman	51.14913804772117	71.44483251441223
acabcf72-2a19-4891-979d-01cbd346878d	Park Atatiurk	51.152195	71.437263
527f6d97-4b07-45e8-b2d8-794dbc40075b	Mikroraion Samal	51.158010208850655	71.42966715476112
d78e223c-3a67-42db-91eb-12858d261cb0	Ulitsa Amangel'dy Imanova	51.161684	71.428652
27123abe-5a4f-4116-b048-4e2d32d8a104	Narodnyi bank	51.16592521313496	71.42741371688713
fe106f1e-bc78-493a-a353-8ec1b0ab30aa	Biznes tsentr Marden	51.171026	71.421858
c07d5a37-7945-403c-83a0-a6a84c87944c	Alibi Zhangel'dina	51.1729313	71.4195984
180c6cec-9a94-4a62-a902-168555638d9c	Politekhnicheskii kolledzh	51.1773011	71.4184919
de17c14c-a026-47c4-9c55-d1729bf48ce6	Meditsinskii universitet Astana	51.18281833714914	71.4167922032089
782c5de3-4a10-4129-9dfb-8f19e6c95a25	Agrotekhnicheskii universitet	51.186782	71.415691
04530e5f-9e64-4ae3-a962-589640451d45	Il'iasa Esenberlina	51.1892869	71.4137662
6b2eda8b-de4f-4bae-b178-d19e439922d7	Ulitsa Birzhan sal	51.190910339	71.40836334
623fcc14-2417-4d31-84b9-ec08483a12ea	TD Daulet	51.1928527	71.4079089
